order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Status
171,237,4,11-04-2016,14-04-2016,14-04-2016,1,3,Delivered 
172,1079,4,11-04-2016,12-04-2016,14-04-2016,2,7,Delivered 
173,117,4,11-04-2016,14-04-2016,13-04-2016,3,8,Delivered 
174,1361,4,12-04-2016,13-04-2016,15-04-2016,2,7,Delivered 
175,951,4,13-04-2016,14-04-2016,14-04-2016,2,6,Delivered 
176,643,4,15-04-2016,16-04-2016,17-04-2016,2,7,Delivered 
177,121,4,16-04-2016,19-04-2016,19-04-2016,1,2,Delivered 
178,756,4,16-04-2016,17-04-2016,18-04-2016,2,6,Delivered 
179,616,4,17-04-2016,19-04-2016,19-04-2016,2,6,Delivered 
180,918,4,17-04-2016,20-04-2016,19-04-2016,2,7,Delivered 
181,459,4,18-04-2016,20-04-2016,20-04-2016,1,3,Delivered 
182,854,4,18-04-2016,19-04-2016,20-04-2016,2,6,Delivered 
183,22,4,19-04-2016,20-04-2016,20-04-2016,2,7,Delivered 
184,134,4,19-04-2016,21-04-2016,22-04-2016,2,7,Delivered 
185,24,3,20-04-2016,20-04-2016,NULL,1,2,Pending 
186,1127,4,21-04-2016,22-04-2016,24-04-2016,2,6,Delivered 
187,183,4,22-04-2016,23-04-2016,24-04-2016,2,6,Delivered 
188,390,4,22-04-2016,23-04-2016,25-04-2016,2,6,Delivered 
189,1288,4,23-04-2016,24-04-2016,26-04-2016,1,2,Delivered 
190,98,4,23-04-2016,25-04-2016,25-04-2016,2,6,Delivered 
191,919,4,27-04-2016,28-04-2016,28-04-2016,1,2,Delivered 
192,728,4,27-04-2016,28-04-2016,29-04-2016,2,7,Delivered 
193,1366,4,28-04-2016,30-04-2016,30-04-2016,1,3,Delivered 
194,558,4,28-04-2016,30-04-2016,01-05-2016,2,7,Delivered 
195,727,4,28-04-2016,01-05-2016,01-05-2016,2,7,Delivered 
196,1247,4,28-04-2016,30-04-2016,01-05-2016,2,6,Delivered 
197,127,4,30-04-2016,03-05-2016,03-05-2016,2,7,Delivered 
198,640,4,01-05-2016,04-05-2016,03-05-2016,2,6,Delivered 
199,760,4,01-05-2016,04-05-2016,04-05-2016,2,7,Delivered 
200,1074,4,01-05-2016,03-05-2016,03-05-2016,2,6,Delivered 
201,280,4,01-05-2016,04-05-2016,02-05-2016,3,9,Delivered 
202,600,4,03-05-2016,05-05-2016,04-05-2016,1,2,Delivered 
203,1102,4,03-05-2016,05-05-2016,06-05-2016,3,9,Delivered 
204,591,4,04-05-2016,07-05-2016,06-05-2016,2,7,Delivered 
205,635,4,04-05-2016,05-05-2016,06-05-2016,2,6,Delivered 
206,743,4,04-05-2016,06-05-2016,05-05-2016,3,9,Delivered 
207,105,4,05-05-2016,07-05-2016,07-05-2016,2,7,Delivered 
208,815,4,06-05-2016,07-05-2016,09-05-2016,2,7,Delivered 
209,514,4,07-05-2016,08-05-2016,08-05-2016,2,6,Delivered 
210,943,4,07-05-2016,08-05-2016,09-05-2016,2,6,Delivered 
211,1140,4,07-05-2016,09-05-2016,08-05-2016,2,6,Delivered 
212,1373,4,08-05-2016,09-05-2016,11-05-2016,2,6,Delivered 
213,788,4,08-05-2016,09-05-2016,09-05-2016,3,8,Delivered 
214,363,4,10-05-2016,12-05-2016,11-05-2016,2,6,Delivered 
215,1420,4,10-05-2016,13-05-2016,12-05-2016,2,7,Delivered 
216,267,4,11-05-2016,14-05-2016,13-05-2016,1,3,Delivered 
217,716,4,11-05-2016,12-05-2016,14-05-2016,2,7,Delivered 
218,1179,4,12-05-2016,14-05-2016,14-05-2016,2,7,Delivered 
219,1338,4,12-05-2016,15-05-2016,15-05-2016,2,6,Delivered 
220,1358,4,12-05-2016,14-05-2016,15-05-2016,2,6,Delivered 
221,1218,4,13-05-2016,16-05-2016,14-05-2016,1,2,Delivered 
222,51,4,13-05-2016,16-05-2016,14-05-2016,2,6,Delivered 
223,1368,4,15-05-2016,16-05-2016,17-05-2016,2,7,Delivered 
224,157,4,17-05-2016,18-05-2016,19-05-2016,1,3,Delivered 
225,307,4,17-05-2016,20-05-2016,19-05-2016,1,3,Delivered 
226,501,4,17-05-2016,19-05-2016,20-05-2016,1,2,Delivered 
227,489,4,17-05-2016,18-05-2016,20-05-2016,2,7,Delivered 
228,615,4,17-05-2016,20-05-2016,20-05-2016,2,7,Delivered 
229,742,4,19-05-2016,21-05-2016,20-05-2016,2,6,Delivered 
230,1167,4,19-05-2016,20-05-2016,21-05-2016,2,6,Delivered 
231,1257,4,19-05-2016,22-05-2016,21-05-2016,2,6,Delivered 
232,1360,4,20-05-2016,23-05-2016,23-05-2016,1,3,Delivered 
233,737,4,21-05-2016,22-05-2016,24-05-2016,2,6,Delivered 
234,1435,4,22-05-2016,24-05-2016,24-05-2016,2,6,Delivered 
235,649,4,24-05-2016,25-05-2016,25-05-2016,2,6,Delivered 
236,206,4,25-05-2016,27-05-2016,26-05-2016,2,6,Delivered 
237,1351,4,25-05-2016,26-05-2016,27-05-2016,2,7,Delivered 
238,1350,4,26-05-2016,29-05-2016,29-05-2016,2,6,Delivered 
239,13,3,27-05-2016,27-05-2016,NULL,3,9,Pending 
240,65,4,27-05-2016,29-05-2016,30-05-2016,2,6,Delivered 
241,1082,4,27-05-2016,29-05-2016,29-05-2016,2,7,Delivered 
242,1168,4,27-05-2016,30-05-2016,30-05-2016,2,7,Delivered 
243,802,4,27-05-2016,30-05-2016,28-05-2016,3,8,Delivered 
244,956,4,28-05-2016,29-05-2016,29-05-2016,2,6,Delivered 
245,223,4,29-05-2016,31-05-2016,30-05-2016,2,7,Delivered 
246,17,3,30-05-2016,30-05-2016,NULL,2,6,Pending 
247,928,4,30-05-2016,01-06-2016,01-06-2016,1,3,Delivered 
248,1376,4,30-05-2016,01-06-2016,31-05-2016,2,7,Delivered 
249,145,4,01-06-2016,04-06-2016,04-06-2016,2,6,Delivered 
250,150,4,01-06-2016,02-06-2016,04-06-2016,2,7,Delivered 
251,851,4,01-06-2016,04-06-2016,04-06-2016,2,7,Delivered 
252,66,4,01-06-2016,04-06-2016,02-06-2016,3,8,Delivered 
253,1267,4,02-06-2016,05-06-2016,05-06-2016,2,6,Delivered 
254,510,4,03-06-2016,06-06-2016,05-06-2016,2,7,Delivered 
255,801,4,03-06-2016,06-06-2016,05-06-2016,2,7,Delivered 
256,26,4,04-06-2016,05-06-2016,07-06-2016,2,7,Delivered 
257,1314,4,05-06-2016,06-06-2016,08-06-2016,1,3,Delivered 
258,107,4,06-06-2016,07-06-2016,07-06-2016,2,7,Delivered 
259,413,4,06-06-2016,09-06-2016,09-06-2016,2,7,Delivered 
260,632,4,06-06-2016,08-06-2016,08-06-2016,2,6,Delivered 
261,1045,4,08-06-2016,10-06-2016,09-06-2016,1,2,Delivered 
262,579,4,08-06-2016,11-06-2016,10-06-2016,3,9,Delivered 
263,1322,4,09-06-2016,10-06-2016,12-06-2016,2,6,Delivered 
264,5,3,10-06-2016,10-06-2016,NULL,1,3,Pending 
265,682,4,10-06-2016,12-06-2016,11-06-2016,2,7,Delivered 
266,933,4,10-06-2016,13-06-2016,13-06-2016,2,7,Delivered 
267,282,4,11-06-2016,14-06-2016,14-06-2016,1,3,Delivered 
268,540,4,11-06-2016,14-06-2016,12-06-2016,1,3,Delivered 
269,764,4,12-06-2016,13-06-2016,15-06-2016,2,6,Delivered 
270,879,4,12-06-2016,15-06-2016,13-06-2016,2,7,Delivered 
271,350,4,13-06-2016,16-06-2016,14-06-2016,2,7,Delivered 
272,497,4,15-06-2016,18-06-2016,16-06-2016,2,7,Delivered 
273,1340,4,16-06-2016,19-06-2016,17-06-2016,2,7,Delivered 
274,411,4,17-06-2016,20-06-2016,18-06-2016,2,7,Delivered 
275,1341,4,17-06-2016,19-06-2016,18-06-2016,2,7,Delivered 
276,1227,4,18-06-2016,19-06-2016,19-06-2016,2,6,Delivered 
277,546,4,19-06-2016,20-06-2016,20-06-2016,2,7,Delivered 
278,1301,4,20-06-2016,23-06-2016,21-06-2016,1,3,Delivered 
279,378,4,21-06-2016,22-06-2016,22-06-2016,2,6,Delivered 
280,638,4,21-06-2016,22-06-2016,23-06-2016,2,7,Delivered 
281,800,4,21-06-2016,22-06-2016,23-06-2016,2,7,Delivered 
282,159,4,22-06-2016,25-06-2016,25-06-2016,3,9,Delivered 
283,181,4,23-06-2016,26-06-2016,26-06-2016,1,2,Delivered 
284,1356,4,23-06-2016,25-06-2016,25-06-2016,2,7,Delivered 
285,319,4,25-06-2016,26-06-2016,27-06-2016,1,2,Delivered 
286,59,4,25-06-2016,26-06-2016,26-06-2016,2,6,Delivered 
287,133,4,25-06-2016,26-06-2016,27-06-2016,2,6,Delivered 
288,780,4,25-06-2016,28-06-2016,28-06-2016,2,6,Delivered 
289,849,4,27-06-2016,28-06-2016,30-06-2016,2,6,Delivered 
290,202,4,28-06-2016,29-06-2016,30-06-2016,2,6,Delivered 
291,158,4,29-06-2016,30-06-2016,01-07-2016,2,6,Delivered 
292,360,4,29-06-2016,30-06-2016,02-07-2016,3,9,Delivered 
293,573,4,30-06-2016,03-07-2016,02-07-2016,2,7,Delivered 
294,732,4,01-07-2016,02-07-2016,02-07-2016,2,7,Delivered 
295,1130,4,01-07-2016,04-07-2016,04-07-2016,2,7,Delivered 
296,1245,4,04-07-2016,07-07-2016,06-07-2016,2,6,Delivered 
297,1425,4,04-07-2016,05-07-2016,06-07-2016,2,7,Delivered 
298,885,4,04-07-2016,07-07-2016,07-07-2016,3,9,Delivered 
299,281,4,05-07-2016,06-07-2016,07-07-2016,2,6,Delivered 
300,1205,4,05-07-2016,08-07-2016,08-07-2016,2,6,Delivered 
301,17,4,06-07-2016,09-07-2016,08-07-2016,2,6,Delivered 
302,1375,4,06-07-2016,07-07-2016,09-07-2016,2,6,Delivered 
303,36,4,07-07-2016,08-07-2016,09-07-2016,2,7,Delivered 
304,230,4,07-07-2016,08-07-2016,08-07-2016,2,6,Delivered 
305,705,4,07-07-2016,08-07-2016,08-07-2016,2,7,Delivered 
306,424,4,09-07-2016,10-07-2016,12-07-2016,2,7,Delivered 
307,695,4,09-07-2016,11-07-2016,11-07-2016,2,6,Delivered 
308,156,4,11-07-2016,12-07-2016,14-07-2016,2,6,Delivered 
309,211,4,11-07-2016,13-07-2016,13-07-2016,2,6,Delivered 
310,627,4,12-07-2016,13-07-2016,13-07-2016,1,2,Delivered 
311,1400,4,12-07-2016,14-07-2016,13-07-2016,2,6,Delivered 
312,299,4,13-07-2016,15-07-2016,16-07-2016,2,6,Delivered 
313,565,4,14-07-2016,15-07-2016,15-07-2016,3,9,Delivered 
314,1019,4,15-07-2016,17-07-2016,17-07-2016,2,7,Delivered 
315,1263,4,16-07-2016,19-07-2016,17-07-2016,2,6,Delivered 
316,670,4,17-07-2016,20-07-2016,19-07-2016,2,7,Delivered 
317,795,4,17-07-2016,20-07-2016,19-07-2016,2,7,Delivered 
318,1141,4,17-07-2016,19-07-2016,20-07-2016,2,7,Delivered 
319,941,4,18-07-2016,21-07-2016,21-07-2016,2,6,Delivered 
320,1428,4,19-07-2016,20-07-2016,21-07-2016,1,2,Delivered 
321,568,4,19-07-2016,22-07-2016,21-07-2016,2,6,Delivered 
322,924,4,19-07-2016,22-07-2016,20-07-2016,2,6,Delivered 
323,1243,4,19-07-2016,22-07-2016,21-07-2016,2,6,Delivered 
324,480,4,20-07-2016,22-07-2016,23-07-2016,2,6,Delivered 
325,848,4,20-07-2016,21-07-2016,21-07-2016,2,6,Delivered 
326,1337,4,20-07-2016,21-07-2016,22-07-2016,3,9,Delivered 
327,83,4,21-07-2016,24-07-2016,22-07-2016,2,6,Delivered 
328,528,4,23-07-2016,26-07-2016,25-07-2016,2,6,Delivered 
329,274,4,24-07-2016,27-07-2016,26-07-2016,2,6,Delivered 
330,622,4,24-07-2016,27-07-2016,27-07-2016,2,6,Delivered 
331,642,4,24-07-2016,26-07-2016,25-07-2016,2,6,Delivered 
332,659,4,24-07-2016,26-07-2016,26-07-2016,2,7,Delivered 
333,779,4,25-07-2016,27-07-2016,26-07-2016,2,6,Delivered 
334,1112,4,25-07-2016,28-07-2016,27-07-2016,2,7,Delivered 
335,1193,4,25-07-2016,27-07-2016,26-07-2016,2,6,Delivered 
336,1030,4,26-07-2016,29-07-2016,27-07-2016,2,7,Delivered 
337,1252,4,26-07-2016,27-07-2016,28-07-2016,2,7,Delivered 
338,1333,4,28-07-2016,29-07-2016,30-07-2016,1,3,Delivered 
339,1110,4,28-07-2016,31-07-2016,29-07-2016,2,7,Delivered 
340,963,4,29-07-2016,30-07-2016,31-07-2016,2,7,Delivered 
341,1357,4,31-07-2016,03-08-2016,01-08-2016,1,3,Delivered 
342,806,4,31-07-2016,01-08-2016,03-08-2016,2,7,Delivered 
343,961,4,31-07-2016,02-08-2016,01-08-2016,2,7,Delivered 
344,750,4,01-08-2016,03-08-2016,02-08-2016,2,6,Delivered 
345,1299,4,01-08-2016,04-08-2016,03-08-2016,2,6,Delivered 
346,584,4,01-08-2016,03-08-2016,02-08-2016,3,9,Delivered 
347,1004,4,02-08-2016,03-08-2016,05-08-2016,2,6,Delivered 
348,907,4,02-08-2016,05-08-2016,04-08-2016,3,9,Delivered 
349,30,3,03-08-2016,03-08-2016,NULL,1,3,Pending 
350,31,3,03-08-2016,03-08-2016,NULL,1,3,Pending 
351,1307,4,03-08-2016,06-08-2016,04-08-2016,1,2,Delivered 
352,16,4,03-08-2016,04-08-2016,06-08-2016,2,7,Delivered 
353,1387,4,03-08-2016,06-08-2016,06-08-2016,2,7,Delivered 
354,551,4,03-08-2016,05-08-2016,06-08-2016,3,8,Delivered 
355,1011,4,03-08-2016,05-08-2016,05-08-2016,3,8,Delivered 
356,1189,4,04-08-2016,07-08-2016,06-08-2016,2,6,Delivered 
357,14,3,05-08-2016,05-08-2016,NULL,3,8,Pending 
358,1042,4,05-08-2016,07-08-2016,07-08-2016,2,7,Delivered 
359,441,4,07-08-2016,10-08-2016,10-08-2016,2,7,Delivered 
360,1300,4,07-08-2016,09-08-2016,10-08-2016,2,6,Delivered 
361,994,4,08-08-2016,09-08-2016,11-08-2016,2,6,Delivered 
362,187,4,09-08-2016,11-08-2016,11-08-2016,1,2,Delivered 
363,834,4,11-08-2016,12-08-2016,13-08-2016,3,8,Delivered 
364,373,4,12-08-2016,14-08-2016,13-08-2016,2,6,Delivered 
365,981,4,13-08-2016,14-08-2016,15-08-2016,2,6,Delivered 
366,1054,4,13-08-2016,14-08-2016,14-08-2016,3,9,Delivered 
367,527,4,14-08-2016,15-08-2016,15-08-2016,2,7,Delivered 
368,995,4,14-08-2016,15-08-2016,17-08-2016,2,7,Delivered 
369,1285,4,15-08-2016,18-08-2016,18-08-2016,1,3,Delivered 
370,758,4,15-08-2016,18-08-2016,18-08-2016,2,7,Delivered 
371,891,4,15-08-2016,16-08-2016,18-08-2016,2,7,Delivered 
372,132,4,16-08-2016,18-08-2016,18-08-2016,2,6,Delivered 
373,337,4,16-08-2016,19-08-2016,17-08-2016,2,7,Delivered 
374,1313,4,17-08-2016,19-08-2016,18-08-2016,1,2,Delivered 
