product_id,product_name,brand_id,category_id,model_year,list_price,Outliers,,,,
33,Surly Wednesday Frameset - 2017,8,6,2017,469.99,Normal,,,,
34,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,Normal,,,,
35,Sun Bicycles Spider 3i - 2017,7,6,2017,832.99,Normal,,,,
36,Surly Troll Frameset - 2017,8,6,2017,832.99,Normal,,,,
37,Haro Flightline One ST - 2017,2,6,2017,379.99,Normal,,,,
38,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,Normal,,,,
39,Trek Stache 5 - 2017,9,6,2017,1499.99,Normal,,,,
40,Trek Fuel EX 9.8 29 - 2017,9,6,2017,4999.99,Normal,,,,
41,Haro Shift R3 - 2017,2,6,2017,1469.99,Normal,,,,
42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,Normal,,,,
43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,Normal,,,,
44,Haro SR 1.1 - 2017,2,6,2017,539.99,Normal,,,,
45,Haro SR 1.2 - 2017,2,6,2017,869.99,Normal,,,,
46,Haro SR 1.3 - 2017,2,6,2017,1409.99,Normal,,,,
47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,Normal,,,,
48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,Normal,,,,
49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,Normal,,,,
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,Normal,,,,
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,Normal,,,,
52,Surly Steamroller - 2017,8,7,2017,875.99,Normal,,,,
53,Surly Ogre Frameset - 2017,8,7,2017,749.99,Normal,,,,
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,Normal,,,,
55,Trek Domane S 6 - 2017,9,7,2017,2699.99,Normal,,,,
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,Normal,,,,
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,Normal,,,,
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,Normal,,,,
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,Normal,,,,
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,Normal,,,,
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,Normal,,,,
62,Trek Boone 7 - 2017,9,4,2017,3499.99,Normal,,,,
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,Normal,,,,
64,Electra Townie Original 7D - 2017,1,3,2017,489.99,Normal,,,,
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,Normal,,,,
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,Normal,,,,
67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,Normal,,,,
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,Normal,,,,
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,Normal,,,,
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,Normal,,,,
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,Normal,,,,
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,Normal,,,,
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,Normal,,,,
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,Normal,,,,
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,Normal,,,,
76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99,Normal,,,,
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,Normal,,,,
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,Normal,,,,
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,Normal,,,,
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,Normal,,,,
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99,Normal,,,,
82,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99,Normal,,,,
83,Trek Boy's Kickster - 2015/2017,9,1,2017,149.99,Normal,,,,
84,Sun Bicycles Lil Kitt'n - 2017,7,1,2017,109.99,Normal,,,,
85,Haro Downtown 16 - 2017,2,1,2017,329.99,Normal,,,,
86,Trek Girl's Kickster - 2017,9,1,2017,149.99,Normal,,,,
87,Trek Precaliber 12 Boys - 2017,9,1,2017,189.99,Normal,,,,
88,Trek Precaliber 12 Girls - 2017,9,1,2017,189.99,Normal,,,,
89,Trek Precaliber 16 Boys - 2017,9,1,2017,209.99,Normal,,,,
90,Trek Precaliber 16 Girls - 2017,9,1,2017,209.99,Normal,,,,
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,349.99,Normal,,,,
92,Haro Shredder 20 - 2017,2,1,2017,209.99,Normal,,,,
93,Haro Shredder 20 Girls - 2017,2,1,2017,209.99,Normal,,,,
94,Haro Shredder Pro 20 - 2017,2,1,2017,249.99,Normal,,,,
95,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99,Normal,,,,
96,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99,Normal,,,,
97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,1,2017,349.99,Normal,,,,
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99,Normal,,,,
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,299.99,Normal,,,,
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99,Normal,,,,
101,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99,Normal,,,,
102,Electra Townie Original 7D - 2017,1,2,2017,489.99,Normal,,,,
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,Normal,,,,
104,Sun Bicycles Streamway - 2017,7,2,2017,481.99,Normal,,,,
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99,Normal,,,,
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,Normal,,,,
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,Normal,,,,
108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,449.99,Normal,,,,
109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,Normal,,,,
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99,Normal,,,,
111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,Normal,,,,
112,Trek 820 - 2018,9,6,2018,379.99,Normal,,,,
113,Trek Marlin 5 - 2018,9,6,2018,489.99,Normal,,,,
114,Trek Marlin 6 - 2018,9,6,2018,579.99,Normal,,,,
115,Trek Fuel EX 8 29 - 2018,9,6,2018,3199.99,Normal,,,,
116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99,Normal,,,,
117,Trek Ticket S Frame - 2018,9,6,2018,1469.99,Normal,,,,
118,Trek X-Caliber 8 - 2018,9,6,2018,999.99,Normal,,,,
119,Trek Kids' Neko - 2018,9,6,2018,469.99,Normal,,,,
120,Trek Fuel EX 7 29 - 2018,9,6,2018,2499.99,Normal,,,,
121,Surly Krampus Frameset - 2018,8,6,2018,2499.99,Normal,,,,
122,Surly Troll Frameset - 2018,8,6,2018,2499.99,Normal,,,,
123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99,Normal,,,,
124,Surly Krampus - 2018,8,6,2018,1499.00,Normal,,,,
125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99,Normal,,,,
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99,Normal,,,,
127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99,Normal,,,,
128,Surly ECR 27.5 - 2018,8,6,2018,1899.00,Normal,,,,
129,Trek X-Caliber 7 - 2018,9,6,2018,919.99,Normal,,,,
130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99,Normal,,,,
131,Heller Bloodhound Trail - 2018,3,6,2018,2599.00,Normal,,,,
132,Trek Procal AL Frameset - 2018,9,6,2018,1499.99,Normal,,,,
133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99,Normal,,,,
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99,Normal,,,,
135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99,Normal,,,,
136,Trek Procaliber 6 - 2018,9,6,2018,1799.99,Normal,,,,
137,Heller Shagamaw GX1 - 2018,3,6,2018,2599.00,Normal,,,,
138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2249.99,Normal,,,,
139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99,Normal,,,,
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99,Normal,,,,
141,Trek Stache 5 - 2018,9,6,2018,1599.99,Normal,,,,
142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3199.99,Normal,,,,
143,Trek Domane ALR 3 - 2018,9,7,2018,1099.99,Normal,,,,
144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1549.99,Normal,,,,
145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1799.99,Normal,,,,
146,Trek Domane SLR 6 - 2018,9,7,2018,4999.99,Normal,,,,
147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1799.99,Normal,,,,
148,Trek Domane SL 8 Disc - 2018,9,7,2018,5499.99,Normal,,,,
149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7499.99,Normal,,,,
150,Trek Emonda SL 7 - 2018,9,7,2018,4499.99,Normal,,,,
151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1549.99,Normal,,,,
152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2499.99,Normal,,,,
153,Trek Domane SL 7 Women's - 2018,9,7,2018,4999.99,Normal,,,,
154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5499.99,Normal,,,,
155,Trek Domane SLR 9 Disc - 2018,9,7,2018,11999.99,Normal,,,,
156,Trek Domane SL Frameset - 2018,9,7,2018,6499.99,Normal,,,,
157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6499.99,Normal,,,,
158,Trek CrossRip 1 - 2018,9,7,2018,959.99,Normal,,,,
159,Trek Emonda ALR 6 - 2018,9,7,2018,2299.99,Normal,,,,
160,Trek Emonda SLR 6 - 2018,9,7,2018,4499.99,Normal,,,,
161,Surly ECR - 2018,8,7,2018,1899.00,Normal,,,,
162,Trek Emonda SL 6 Disc - 2018,9,7,2018,2999.99,Normal,,,,
163,Surly Pack Rat - 2018,8,7,2018,1349.00,Normal,,,,
164,Surly Straggler 650b - 2018,8,7,2018,1549.00,Normal,,,,
165,Trek 1120 - 2018,9,7,2018,2499.99,Normal,,,,
166,Trek Domane AL 2 Women's - 2018,9,7,2018,749.99,Normal,,,,
167,Surly ECR Frameset - 2018,8,7,2018,749.99,Normal,,,,
168,Surly Straggler - 2018,8,7,2018,1549.00,Normal,,,,
169,Trek Emonda SLR 8 - 2018,9,7,2018,6499.99,Normal,,,,
170,Trek CrossRip 2 - 2018,9,7,2018,1299.99,Normal,,,,
171,Trek Domane SL 6 - 2018,9,7,2018,3199.99,Normal,,,,
172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3199.99,Normal,,,,
173,Trek Domane ALR Frameset - 2018,9,7,2018,3199.99,Normal,,,,
174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3199.99,Normal,,,,
175,Trek Domane SLR Frameset - 2018,9,7,2018,3199.99,Normal,,,,
176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99,Normal,,,,
177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5499.99,Normal,,,,
178,Trek Domane AL 2 - 2018,9,7,2018,749.99,Normal,,,,
179,Trek Domane AL 3 - 2018,9,7,2018,919.99,Normal,,,,
180,Trek Domane AL 3 Women's - 2018,9,7,2018,919.99,Normal,,,,
181,Trek Domane SL 5 - 2018,9,7,2018,2199.99,Normal,,,,
182,Trek Domane SL 5 Disc - 2018,9,7,2018,2499.99,Normal,,,,
183,Trek Domane SL 5 Women's - 2018,9,7,2018,2199.99,Normal,,,,
184,Trek Domane SL 6 Disc - 2018,9,7,2018,3499.99,Normal,,,,
185,Trek Conduit+ - 2018,9,5,2018,2799.99,Normal,,,,
186,Trek CrossRip+ - 2018,9,5,2018,4499.99,Normal,,,,
187,Trek Neko+ - 2018,9,5,2018,2799.99,Normal,,,,
188,Trek XM700+ Lowstep - 2018,9,5,2018,3499.99,Normal,,,,
189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99,Normal,,,,
190,Trek Dual Sport+ - 2018,9,5,2018,2799.99,Normal,,,,
191,Electra Loft Go! 8i - 2018,1,5,2018,2799.99,Normal,,,,
192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2599.99,Normal,,,,
193,Trek Lift+ - 2018,9,5,2018,2799.99,Normal,,,,
194,Trek XM700+ - 2018,9,5,2018,3499.99,Normal,,,,
195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2599.99,Normal,,,,
196,Trek Verve+ - 2018,9,5,2018,2299.99,Normal,,,,
197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99,Normal,,,,
198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99,Normal,,,,
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99,Normal,,,,
200,Trek Powerfly 5 - 2018,9,5,2018,3499.99,Normal,,,,
201,Trek Powerfly 5 FS - 2018,9,5,2018,4499.99,Normal,,,,
202,Trek Powerfly 5 Women's - 2018,9,5,2018,3499.99,Normal,,,,
203,Trek Powerfly 7 FS - 2018,9,5,2018,4999.99,Normal,,,,
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99,Normal,,,,
205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99,Normal,,,,
206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99,Normal,,,,
207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99,Normal,,,,
208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99,Normal,,,,
209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99,Normal,,,,
210,Surly Straggler - 2018,8,4,2018,1549.00,Normal,,,,
211,Surly Straggler 650b - 2018,8,4,2018,1549.00,Normal,,,,
212,Electra Townie Original 21D - 2018,1,3,2018,559.99,Normal,,,,
213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,269.99,Normal,,,,
214,Electra Tiger Shark 3i - 2018,1,3,2018,899.99,Normal,,,,
215,Electra Queen of Hearts 3i - 2018,1,3,2018,749.99,Normal,,,,
216,Electra Super Moto 8i - 2018,1,3,2018,899.99,Normal,,,,
217,Electra Straight 8 3i - 2018,1,3,2018,909.99,Normal,,,,
218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,319.99,Normal,,,,
219,Electra Moto 3i - 2018,1,3,2018,639.99,Normal,,,,
220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,269.99,Normal,,,,
221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,319.99,Normal,,,,
222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,269.99,Normal,,,,
223,Electra Cruiser Lux 3i - 2018,1,3,2018,529.99,Normal,,,,
224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99,Normal,,,,
225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,959.99,Normal,,,,
226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,679.99,Normal,,,,
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,319.99,Normal,,,,
228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,319.99,Normal,,,,
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99,Normal,,,,
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99,Normal,,,,
231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,529.99,Normal,,,,
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99,Normal,,,,
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99,Normal,,,,
234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,899.99,Normal,,,,
235,Electra Koa 3i Ladies' - 2018,1,3,2018,899.99,Normal,,,,
236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,749.99,Normal,,,,
237,Electra Relic 3i - 2018,1,3,2018,849.99,Normal,,,,
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,749.99,Normal,,,,
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,749.99,Normal,,,,
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99,Normal,,,,
241,Electra Townie Commute 8D - 2018,1,3,2018,749.99,Normal,,,,
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99,Normal,,,,
243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,679.99,Normal,,,,
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99,Normal,,,,
245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,659.99,Normal,,,,
246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,639.99,Normal,,,,
247,Electra Townie Original 7D EQ - 2018,1,3,2018,599.99,Normal,,,,
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,599.99,Normal,,,,
249,Electra White Water 3i - 2018,1,3,2018,749.99,Normal,,,,
250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2599.99,Normal,,,,
251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99,Normal,,,,
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99,Normal,,,,
253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2599.99,Normal,,,,
254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,749.99,Normal,,,,
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,899.99,Normal,,,,
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,Normal,,,,
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99,Normal,,,,
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.90,Normal,,,,
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99,Normal,,,,
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,Normal,,,,
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,Normal,,,,
262,Trek MT 201 - 2018,9,1,2018,249.99,Normal,,,,
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,Normal,,,,
264,Strider Sport 16 - 2018,6,1,2018,249.99,Normal,,,,
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,Normal,,,,
266,Trek Superfly 20 - 2018,9,1,2018,399.99,Normal,,,,
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99,Normal,,,,
268,Trek Kickster - 2018,9,1,2018,159.99,Normal,,,,
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99,Normal,,,,
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,Normal,,,,
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,Normal,,,,
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,Normal,,,,
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,Normal,,,,
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,Normal,,,,
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,Normal,,,,
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,Normal,,,,
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,Normal,,,,
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,Normal,,,,
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,Normal,,,,
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,Normal,,,,
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,Normal,,,,
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,Normal,,,,
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,Normal,,,,
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,Normal,,,,
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,Normal,,,,
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,Normal,,,,
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,Normal,,,,
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,Normal,,,,
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,Normal,,,,
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,Normal,,,,
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,Normal,,,,
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,Normal,,,,
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,Normal,,,,
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,Normal,,,,
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,Normal,,,,
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,Normal,,,,
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,Normal,,,,
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,Normal,,,,
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,Normal,,,,
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,Normal,,,,
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,Normal,,,,
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,Normal,,,,
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,Normal,,,,
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,Normal,,,,
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,Normal,,,,
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,Normal,,,,
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,Normal,,,,
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,Normal,,,,
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,Normal,,,,
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,Normal,,,,
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,Normal,,,,
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,Normal,,,,
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,Normal,,,,
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,Normal,,,,
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,Normal,,,,
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,Normal,,,,
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,Normal,,,,
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,Normal,,,,
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,Normal,,,,
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,Normal,,,,
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,Normal,,,,
